ID,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP
1189,FDL26,18.0,Low Fat,0.073490977,Canned,157.3972
1190,DRM35,9.695,Low Fat,0.070843019,Hard Drinks,177.7344
1191,FDM39,6.42,Low Fat,0.053688479,Dairy,178.3002
1192,DRD15,10.6,Low Fat,0.056911107,Dairy,233.9642
1193,NCK06,5.03,Low Fat,0.014472516,Household,122.0756
1194,FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288
1195,FDG46,12.857645184135976,Regular,0.032750291,Snack Foods,112.1518
1196,FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034
1197,NCN05,8.235,Low Fat,0.014482153,Health and Hygiene,182.295
1198,DRA12,11.6,Low Fat,0.0,Soft Drinks,141.6154
1199,FDJ02,17.2,Regular,0.025205909,Canned,149.1418
1200,NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948
1201,FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526
1202,FDB22,8.02,Low Fat,0.111613921,Snack Foods,152.6998
1203,FDG33,5.365,Regular,0.140524691,Seafood,172.7764
1204,FDK58,11.35,Regular,0.045073782,Snack Foods,101.9016
1205,DRH49,12.857645184135976,Low Fat,0.043168763,Soft Drinks,82.8592
1206,FDT43,16.35,Low Fat,0.020547951,Fruits and Vegetables,51.2324
1207,NCR38,17.25,Low Fat,0.113694957,Household,253.4724
1208,DRI39,13.8,Low Fat,0.097043739,Dairy,57.493
1209,NCZ05,8.485,Low Fat,0.058121214,Health and Hygiene,104.499
1210,FDU21,11.8,reg,0.07665661,Snack Foods,32.3558
1211,NCP54,15.35,Low Fat,0.035204319,Household,122.873
1212,NCX29,10.0,Low Fat,0.089333332,Health and Hygiene,145.6102
1213,FDV01,19.2,Regular,0.0,Canned,153.3314
1214,NCS17,18.6,Low Fat,0.080956792,Health and Hygiene,95.2436
1215,NCN07,18.5,Low Fat,0.03391645,Others,130.9284
1216,FDB14,20.25,Regular,0.102704495,Canned,94.312
1217,NCJ18,12.35,Low Fat,0.163910938,Household,119.2124
1218,FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448
1219,DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367
1220,FDA02,14.0,Regular,0.029843736,Dairy,143.9786
1221,DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024
1222,NCP55,14.65,Low Fat,0.011180713,Others,53.8614
1223,FDW45,12.857645184135976,Low Fat,0.038822077,Snack Foods,147.7418
1224,FDK38,6.65,Low Fat,0.053397989,Canned,149.3734
1225,NCZ30,6.59,Low Fat,0.043828293,Household,121.4098
1226,FDK08,12.857645184135976,Regular,0.214139786,Fruits and Vegetables,102.4016
1227,DRY23,9.395,Regular,0.109075742,Soft Drinks,42.9112
1228,FDT31,19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872
1229,FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463
1230,NCG19,20.25,Low Fat,0.14781046,Household,234.8616
1231,NCR30,20.6,Low Fat,0.071136948,Household,76.3696
1232,FDN23,6.575,Regular,0.07566089,Breads,145.4444
1233,FDQ01,19.7,Regular,0.16102755,Canned,254.1014
1234,FDO22,13.5,Regular,0.029893094,Snack Foods,81.096
1235,DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198
1236,FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894
1237,FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964
1238,DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422
1239,FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426
1240,NCE18,10.0,Low Fat,0.021468792,Household,251.675
1241,FDA51,12.857645184135976,Regular,0.163882129,Dairy,113.2518
1242,DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344
1243,FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084
1244,DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596
1245,FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124
1246,DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154
1247,FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016
1248,FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562
1249,FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102
1250,FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462
1251,FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504
1252,NCH18,9.3,Low Fat,0.044843161,Household,246.1802
1253,DRE37,12.857645184135976,Low Fat,0.164966345,Soft Drinks,189.4872
1254,DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873
1255,FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252
1256,FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988
1257,NCW29,12.857645184135976,Low Fat,0.028723187,Health and Hygiene,131.831
1258,NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672
1259,FDN50,16.85,Regular,0.026561057,Canned,93.712
1260,FDU60,20.0,Regular,0.100262068,Baking Goods,169.6132
1261,FDX02,16.0,Low Fat,0.057012606,Dairy,225.0404
1262,FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496
1263,DRF27,8.93,low fat,0.028578012,Dairy,152.234
1264,FDZ35,9.6,Regular,0.0,Breads,101.699
1265,DRF03,12.857645184135976,Low Fat,0.045088724,Dairy,39.7138
1266,NCO41,12.857645184135976,Low Fat,0.018757586,Health and Hygiene,96.9384
1267,FDQ59,9.8,Regular,0.056500895,Breads,85.8908
1268,NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214
1269,FDZ33,12.857645184135976,Low Fat,0.188038372,Snack Foods,146.4076
1270,FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421
1271,NCM06,7.475,Low Fat,0.075845634,Household,156.0656
1272,FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474
1273,DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422
1274,FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164
1275,FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518
1276,FDH10,21.0,Low Fat,0.049583899,Snack Foods,193.8478
1277,FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934
1278,FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034
1279,FDN44,13.15,LF,0.022924552,Fruits and Vegetables,157.892
1280,FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276
1281,FDI04,12.857645184135976,Regular,0.127660257,Frozen Foods,198.5426
1282,FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414
1283,DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526
1284,FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551
1285,FDT13,14.85,Low Fat,0.018568129,Canned,188.2214
1286,FDY56,12.857645184135976,Regular,0.062109174,Fruits and Vegetables,223.7062
1287,FDB51,6.92,LF,0.038671588,Dairy,64.2852
1288,NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593
1289,FDL34,16.0,Low Fat,0.041028937,Snack Foods,142.6496
1290,NCQ38,16.35,Low Fat,0.013387211,Others,105.628
1291,NCR41,12.857645184135976,Low Fat,0.017936715,Health and Hygiene,93.7094
1292,FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298
1293,NCA42,6.965,Low Fat,0.0,Household,159.6604
1294,FDB11,16.0,Low Fat,0.060942632,Starchy Foods,225.6404
1295,FDG26,18.85,Low Fat,0.042641788,Canned,257.833
1296,FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288
1297,FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172
1298,FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144
1299,FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822
1300,FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526
1301,FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328
1302,NCL54,12.6,Low Fat,0.082921642,Household,175.2054
1303,FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158
1304,FDK43,12.857645184135976,Low Fat,0.046994717,Meat,125.802
1305,FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388
1306,FDE29,8.905,LF,0.143129124,Frozen Foods,58.8878
1307,NCN07,18.5,Low Fat,0.034013539,Others,133.2284
1308,FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538
1309,FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176
1310,FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505
1311,FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332
1312,FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558
1313,FDR48,12.857645184135976,Low Fat,0.130867413,Baking Goods,150.8024
1314,FDW37,12.857645184135976,Low Fat,0.123449671,Canned,89.7488
1315,FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038
1316,FDZ57,10.0,Regular,0.037918142,Snack Foods,129.6994
1317,FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898
1318,FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263
1319,FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262
1320,FDT58,9.0,Low Fat,0.143870574,Snack Foods,169.4816
1321,FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002
1322,NCY41,16.75,LF,0.075889215,Health and Hygiene,37.6532
1323,NCL31,7.39,Low Fat,0.120280989,Others,142.747
1324,NCJ31,19.2,Low Fat,0.182653772,Others,243.0196
1325,FDO23,12.857645184135976,Low Fat,0.25637539,Breads,94.8436
1326,FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786
1327,FDF04,17.5,Low Fat,0.0,Frozen Foods,258.3304
1328,FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396
1329,FDS50,17.0,Low Fat,0.055545797,Dairy,220.5114
1330,NCQ41,12.857645184135976,Low Fat,0.019386057,Health and Hygiene,194.5794
1331,FDA49,19.7,Low Fat,0.064921764,Canned,88.1198
1332,NCZ06,19.6,Low Fat,0.094694278,Household,254.9698
1333,NCM43,14.5,Low Fat,0.019554705,Others,162.421
1334,FDH19,19.35,Low Fat,0.033060937,Meat,172.4738
1335,FDS15,9.195,Regular,0.078181964,Meat,106.7596
1336,FDO50,16.25,LF,0.0,Canned,90.2804
1337,FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388
1338,NCI31,20.0,low fat,0.136124989,Others,38.319
1339,FDU20,12.857645184135976,Regular,0.021353642,Fruits and Vegetables,122.1098
1340,DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084
1341,DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924
1342,FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586
1343,FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418
1344,FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608
1345,FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422
1346,FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422
1347,FDN12,15.6,Low Fat,0.0,Baking Goods,111.8544
1348,FDD50,18.85,Low Fat,0.141524348,Canned,168.4132
1349,FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486
1350,FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694
1351,NCK29,12.857645184135976,Low Fat,0.0,Health and Hygiene,123.473
1352,FDM32,20.5,Low Fat,0.0,Fruits and Vegetables,90.883
1353,FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466
1354,FDC51,10.895,Regular,0.009636821,Dairy,121.873
1355,FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076
1356,NCV54,11.1,Low Fat,0.033081389,Household,116.5124
1357,FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904
1358,FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016
1359,FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724
1360,FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341
1361,DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084
1362,FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404
1363,FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128
1364,FDR32,12.857645184135976,Regular,0.085392428,Fruits and Vegetables,226.7694
1365,DRF25,9.0,Low Fat,0.038925251,Soft Drinks,34.919
1366,FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072
1367,DRI11,12.857645184135976,Low Fat,0.060237465,Hard Drinks,115.9834
1368,FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984
1369,FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136
1370,DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154
1371,FDL39,16.1,Regular,0.063689583,Dairy,181.9318
1372,FDD52,18.25,Regular,0.184041545,Dairy,110.157
1373,FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872
1374,DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508
1375,FDG31,12.857645184135976,Low Fat,0.037712875,Meat,64.4826
1376,FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168
1377,FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526
1378,NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492
1379,FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905
1380,FDI19,12.857645184135976,Low Fat,0.052085615,Meat,242.8512
1381,FDJ55,12.8,Regular,0.039385992,Meat,224.8404
1382,DRN59,15.0,Low Fat,0.064241345,Hard Drinks,45.206
1383,NCR06,12.5,Low Fat,0.006759519,Household,42.8112
1384,NCF42,17.35,Low Fat,0.167243769,Household,176.2712
1385,FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725
1386,FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154
1387,FDQ56,12.857645184135976,Low Fat,0.105085956,Fruits and Vegetables,82.3908
1388,NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228
1389,FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657
1390,FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808
1391,FDI41,18.5,Regular,0.0,Frozen Foods,148.7418
1392,FDN10,11.5,Low Fat,0.0,Snack Foods,119.5124
1393,FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488
1394,DRM37,12.857645184135976,LF,0.095931002,Soft Drinks,198.5768
1395,FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038
1396,NCX18,14.15,Low Fat,0.00879232,Household,195.011
1397,FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176
1398,NCZ17,12.857645184135976,Low Fat,0.079046992,Health and Hygiene,39.8506
1399,FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062
1400,FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094
1401,FDK45,11.65,Low Fat,0.033926852,Seafood,111.586
1402,FDJ57,7.42,Regular,0.021617397,Seafood,185.0582
1403,NCI31,20.0,Low Fat,0.0814536,Others,36.819
1404,FDZ48,17.75,LF,0.07607772,Baking Goods,112.4544
1405,FDI16,14.0,Regular,0.135775701,Frozen Foods,54.564
1406,FDZ31,15.35,Regular,0.0,Fruits and Vegetables,193.0504
1407,DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536
1408,FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404
1409,FDD40,20.25,Regular,0.014793357,Dairy,191.5162
1410,FDA04,12.857645184135976,Regular,0.066406853,Frozen Foods,259.7962
1411,FDL21,15.85,Regular,0.007140468,Snack Foods,40.848
1412,FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194
1413,DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396
1414,FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912
1415,DRG49,12.857645184135976,Low Fat,0.067128641,Soft Drinks,242.8486
1416,FDG26,18.85,low fat,0.042736348,Canned,255.933
1417,FDR51,12.857645184135976,Regular,0.172629683,Meat,148.4708
1418,FDV39,11.3,Low Fat,0.007278512,Meat,196.7426
1419,FDC39,7.405,Low Fat,0.0,Dairy,205.7296
1420,FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724
1421,FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244
1422,FDK38,6.65,Low Fat,0.053591345,Canned,149.7734
1423,NCJ29,10.6,low fat,0.035163639,Health and Hygiene,84.4224
1424,NCF19,12.857645184135976,Low Fat,0.061470858,Household,48.6034
1425,FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164
1426,FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532
1427,FDB04,11.35,Regular,0.06358394,Dairy,89.4856
1428,NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536
1429,FDR03,15.7,Regular,0.00878535,Meat,204.998
1430,FDQ03,12.857645184135976,Regular,0.136592891,Meat,238.0248
1431,FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168
1432,DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153
1433,NCE54,20.7,Low Fat,0.027052013,Household,73.9354
1434,FDC10,9.8,reg,0.072863893,Snack Foods,118.6098
1435,FDR46,12.857645184135976,Low Fat,0.244102315,Snack Foods,148.076
1436,FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072
1437,FDP23,12.857645184135976,Low Fat,0.035414528,Breads,218.2166
1438,FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594
1439,FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466
1440,FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578
1441,NCL29,9.695,Low Fat,0.11411658,Health and Hygiene,158.8604
1442,FDE16,12.857645184135976,Low Fat,0.046124444,Frozen Foods,206.7954
1443,FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908
1444,FDZ36,6.035,Regular,0.065729039,Baking Goods,188.324
1445,NCW42,18.2,Low Fat,0.097865088,Household,221.8456
1446,NCI54,12.857645184135976,LF,0.058827583,Household,110.4912
1447,DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436
1448,FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874
1449,FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872
1450,FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696
1451,FDZ20,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,253.0356
1452,NCI18,18.35,Low Fat,0.014103354,Household,225.4746
1453,DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614
1454,FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211
1455,FDW38,12.857645184135976,Regular,0.0,Dairy,55.9298
1456,FDY33,12.857645184135976,Regular,0.096730427,Snack Foods,159.0262
1457,DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856
1458,FDT32,19.0,Regular,0.066005186,Fruits and Vegetables,188.4214
1459,FDI50,8.42,Regular,0.030890618,Canned,228.7352
1460,FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136
1461,FDP09,19.75,LF,0.033883448,Snack Foods,213.2902
1462,FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324
1463,NCX05,12.857645184135976,Low Fat,0.169943195,Health and Hygiene,116.2492
1464,DRF37,17.25,Low Fat,0.0,Soft Drinks,263.591
1465,FDJ26,15.3,Regular,0.084765192,Canned,215.0218
1466,FDZ25,15.7,Regular,0.027617046,Canned,168.279
1467,FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.7072
1468,FDZ50,12.857645184135976,Regular,0.0,Dairy,184.2608
1469,NCG18,15.3,Low Fat,0.038460297,Household,104.0332
1470,FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474
1471,FDH50,15.0,Regular,0.161301097,Canned,185.1266
1472,DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492
1473,DRH51,12.857645184135976,Low Fat,0.0,Dairy,89.1856
1474,FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3012
1475,NCM06,7.475,Low Fat,0.076036381,Household,153.9656
1476,FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601
1477,FDK02,12.5,Low Fat,0.187841082,Canned,119.244
1478,FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.3164
1479,FDN20,12.857645184135976,Low Fat,0.026055106,Fruits and Vegetables,169.5474
1480,FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578
1481,NCJ30,5.82,Low Fat,0.08062523,Household,168.379
1482,FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.8856
1483,FDC05,13.1,Regular,0.098938169,Frozen Foods,195.7768
1484,FDM08,10.1,Regular,0.0,Fruits and Vegetables,225.1088
1485,NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.1162
1486,FDK15,12.857645184135976,Low Fat,0.097937252,Meat,98.9042
1487,FDX56,17.1,Regular,0.0,Fruits and Vegetables,208.5638
1488,FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.9092
1489,FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544
1490,FDS01,12.857645184135976,Low Fat,0.031069203,Canned,179.6686
1491,FDW34,12.857645184135976,Low Fat,0.062294473,Snack Foods,242.417
1492,FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,181.195
1493,FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358
1494,NCP02,7.105,Low Fat,0.044991294,Household,59.2562
1495,FDT48,4.92,Low Fat,0.046214971,Baking Goods,199.8084
1496,FDZ49,11.0,Regular,0.13312044,Canned,221.5798
1497,NCJ17,7.68,Low Fat,0.255348289,Health and Hygiene,84.4224
1498,FDB17,13.15,Low Fat,0.036879539,Frozen Foods,181.3976
1499,FDP48,7.52,Regular,0.044202545,Baking Goods,182.995
1500,FDI53,8.895,Regular,0.137858955,Frozen Foods,162.1236
1501,FDW02,4.805,Regular,0.037668051,Dairy,126.7704
1502,FDL20,12.857645184135976,Low Fat,0.224837308,Fruits and Vegetables,112.7886
1503,FDV32,7.785,Low Fat,0.089069748,Fruits and Vegetables,62.751
1504,FDG38,8.975,Regular,0.053027398,Canned,86.0224
1505,NCB31,12.857645184135976,Low Fat,0.118099673,Household,262.891
1506,FDF52,9.3,Low Fat,0.0,Frozen Foods,182.9292
1507,FDB15,10.895,Low Fat,0.137023446,Dairy,263.7568
1508,FDO48,15.0,Regular,0.026950104,Baking Goods,220.9456
1509,NCR53,12.15,Low Fat,0.0,Health and Hygiene,224.4404
1510,FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.3976
1511,FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304
1512,NCC31,8.02,Low Fat,0.0,Household,157.7972
1513,FDE33,19.35,reg,0.049712775,Fruits and Vegetables,78.2644
1514,FDV52,20.7,Regular,0.122208091,Frozen Foods,119.7466
1515,FDR46,12.857645184135976,Low Fat,0.138742518,Snack Foods,147.476
1516,DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586
1517,FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094
1518,NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.1608
1519,NCY41,16.75,low fat,0.076164013,Health and Hygiene,34.0532
1520,FDV22,14.85,Regular,0.009995002,Snack Foods,154.463
1521,FDF12,8.235,Low Fat,0.08259502,Baking Goods,149.1076
1522,FDM13,6.425,Low Fat,0.063122753,Breakfast,131.3626
1523,FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908
1524,FDW55,12.857645184135976,Regular,0.021863506,Fruits and Vegetables,247.0092
1525,NCT29,12.857645184135976,Low Fat,0.063800266,Health and Hygiene,123.0414
1526,NCX42,6.36,Low Fat,0.006012413,Household,163.0526
1527,FDR24,17.35,Regular,0.063207198,Baking Goods,89.383
1528,NCS42,8.6,Low Fat,0.069809115,Household,90.5146
1529,FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541
1530,FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448
1531,DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718
1532,NCM18,12.857645184135976,Low Fat,0.082440705,Household,61.3194
1533,FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.2292
1534,NCG43,20.2,Low Fat,0.074390007,Household,91.4462
1535,FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179
1536,FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146
1537,NCT06,17.1,Low Fat,0.038705317,Household,165.0842
1538,FDY24,4.88,Regular,0.0,Baking Goods,53.1298
1539,FDZ33,10.195,Low Fat,0.108004532,Snack Foods,148.7076
1540,FDJ55,12.8,Regular,0.023626808,Meat,223.2404
1541,FDE45,12.857645184135976,Low Fat,0.070660449,Fruits and Vegetables,180.4002
1542,FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646
1543,FDD10,20.6,reg,0.046208155,Snack Foods,178.0344
1544,FDA39,6.32,Low Fat,0.012769753,Meat,39.9822
1545,FDB36,5.465,Regular,0.048486801,Baking Goods,131.2626
1546,FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062
1547,FDJ36,14.5,Regular,0.128459481,Baking Goods,102.0332
1548,NCB55,15.7,Low Fat,0.161317495,Household,57.5562
1549,NCK18,9.6,Low Fat,0.011211251,Household,166.9184
1550,FDX27,20.7,reg,0.114294512,Dairy,94.9436
1551,FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578
1552,FDX43,5.655,LF,0.085274988,Fruits and Vegetables,165.05
1553,FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424
1554,FDC04,12.857645184135976,Low Fat,0.078764059,Dairy,241.3854
1555,FDG17,6.865,Regular,0.036042939,Frozen Foods,244.4486
