ID,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
2056,OUT019,1985,Small,Tier 1,Grocery Store
2057,OUT018,2009,Medium,Tier 3,Supermarket Type2
2058,OUT035,2004,Small,Tier 2,Supermarket Type1
2059,OUT035,2004,Small,Tier 2,Supermarket Type1
2060,OUT046,1997,Small,Tier 1,Supermarket Type1
2061,OUT017,2007,Medium,Tier 2,Supermarket Type1
2062,OUT017,2007,Medium,Tier 2,Supermarket Type1
2063,OUT019,1985,Small,Tier 1,Grocery Store
2064,OUT013,1987,High,Tier 3,Supermarket Type1
2065,OUT018,2009,Medium,Tier 3,Supermarket Type2
2066,OUT010,1998,Medium,Tier 3,Grocery Store
2067,OUT017,2007,Medium,Tier 2,Supermarket Type1
2068,OUT045,2002,Medium,Tier 2,Supermarket Type1
2069,OUT013,1987,High,Tier 3,Supermarket Type1
2070,OUT017,2007,Medium,Tier 2,Supermarket Type1
2071,OUT013,1987,High,Tier 3,Supermarket Type1
2072,OUT013,1987,High,Tier 3,Supermarket Type1
2073,OUT035,2004,Small,Tier 2,Supermarket Type1
2074,OUT027,1985,Medium,Tier 3,Supermarket Type3
2075,OUT049,1999,Medium,Tier 1,Supermarket Type1
2076,OUT049,1999,Medium,Tier 1,Supermarket Type1
2077,OUT017,2007,Medium,Tier 2,Supermarket Type1
2078,OUT046,1997,Small,Tier 1,Supermarket Type1
2079,OUT035,2004,Small,Tier 2,Supermarket Type1
2080,OUT010,1998,Medium,Tier 3,Grocery Store
2081,OUT045,2002,Medium,Tier 2,Supermarket Type1
2082,OUT010,1998,Medium,Tier 3,Grocery Store
2083,OUT049,1999,Medium,Tier 1,Supermarket Type1
2084,OUT027,1985,Medium,Tier 3,Supermarket Type3
2085,OUT027,1985,Medium,Tier 3,Supermarket Type3
2086,OUT035,2004,Small,Tier 2,Supermarket Type1
2087,OUT046,1997,Small,Tier 1,Supermarket Type1
2088,OUT013,1987,High,Tier 3,Supermarket Type1
2089,OUT010,1998,Medium,Tier 3,Grocery Store
2090,OUT017,2007,Medium,Tier 2,Supermarket Type1
2091,OUT049,1999,Medium,Tier 1,Supermarket Type1
2092,OUT013,1987,High,Tier 3,Supermarket Type1
2093,OUT010,1998,Medium,Tier 3,Grocery Store
2094,OUT049,1999,Medium,Tier 1,Supermarket Type1
2095,OUT018,2009,Medium,Tier 3,Supermarket Type2
2096,OUT013,1987,High,Tier 3,Supermarket Type1
2097,OUT018,2009,Medium,Tier 3,Supermarket Type2
2098,OUT017,2007,Medium,Tier 2,Supermarket Type1
2099,OUT045,2002,Medium,Tier 2,Supermarket Type1
2100,OUT027,1985,Medium,Tier 3,Supermarket Type3
2101,OUT017,2007,Medium,Tier 2,Supermarket Type1
2102,OUT046,1997,Small,Tier 1,Supermarket Type1
2103,OUT019,1985,Small,Tier 1,Grocery Store
2104,OUT046,1997,Small,Tier 1,Supermarket Type1
2105,OUT035,2004,Small,Tier 2,Supermarket Type1
2106,OUT013,1987,High,Tier 3,Supermarket Type1
2107,OUT013,1987,High,Tier 3,Supermarket Type1
2108,OUT013,1987,High,Tier 3,Supermarket Type1
2109,OUT018,2009,Medium,Tier 3,Supermarket Type2
2110,OUT027,1985,Medium,Tier 3,Supermarket Type3
2111,OUT017,2007,Medium,Tier 2,Supermarket Type1
2112,OUT049,1999,Medium,Tier 1,Supermarket Type1
2113,OUT045,2002,Medium,Tier 2,Supermarket Type1
2114,OUT035,2004,Small,Tier 2,Supermarket Type1
2115,OUT017,2007,Medium,Tier 2,Supermarket Type1
2116,OUT017,2007,Medium,Tier 2,Supermarket Type1
2117,OUT049,1999,Medium,Tier 1,Supermarket Type1
2118,OUT046,1997,Small,Tier 1,Supermarket Type1
2119,OUT013,1987,High,Tier 3,Supermarket Type1
2120,OUT010,1998,Medium,Tier 3,Grocery Store
2121,OUT018,2009,Medium,Tier 3,Supermarket Type2
2122,OUT046,1997,Small,Tier 1,Supermarket Type1
2123,OUT010,1998,Medium,Tier 3,Grocery Store
2124,OUT018,2009,Medium,Tier 3,Supermarket Type2
2125,OUT010,1998,Medium,Tier 3,Grocery Store
2126,OUT049,1999,Medium,Tier 1,Supermarket Type1
2127,OUT013,1987,High,Tier 3,Supermarket Type1
2128,OUT049,1999,Medium,Tier 1,Supermarket Type1
2129,OUT035,2004,Small,Tier 2,Supermarket Type1
2130,OUT046,1997,Small,Tier 1,Supermarket Type1
2131,OUT035,2004,Small,Tier 2,Supermarket Type1
2132,OUT010,1998,Medium,Tier 3,Grocery Store
2133,OUT027,1985,Medium,Tier 3,Supermarket Type3
2134,OUT049,1999,Medium,Tier 1,Supermarket Type1
2135,OUT049,1999,Medium,Tier 1,Supermarket Type1
2136,OUT018,2009,Medium,Tier 3,Supermarket Type2
2137,OUT017,2007,Medium,Tier 2,Supermarket Type1
2138,OUT045,2002,Medium,Tier 2,Supermarket Type1
2139,OUT013,1987,High,Tier 3,Supermarket Type1
2140,OUT019,1985,Small,Tier 1,Grocery Store
2141,OUT017,2007,Medium,Tier 2,Supermarket Type1
2142,OUT027,1985,Medium,Tier 3,Supermarket Type3
2143,OUT035,2004,Small,Tier 2,Supermarket Type1
2144,OUT017,2007,Medium,Tier 2,Supermarket Type1
2145,OUT013,1987,High,Tier 3,Supermarket Type1
2146,OUT049,1999,Medium,Tier 1,Supermarket Type1
2147,OUT018,2009,Medium,Tier 3,Supermarket Type2
2148,OUT017,2007,Medium,Tier 2,Supermarket Type1
2149,OUT046,1997,Small,Tier 1,Supermarket Type1
2150,OUT018,2009,Medium,Tier 3,Supermarket Type2
2151,OUT049,1999,Medium,Tier 1,Supermarket Type1
2152,OUT018,2009,Medium,Tier 3,Supermarket Type2
2153,OUT045,2002,Medium,Tier 2,Supermarket Type1
2154,OUT019,1985,Small,Tier 1,Grocery Store
2155,OUT045,2002,Medium,Tier 2,Supermarket Type1
2156,OUT046,1997,Small,Tier 1,Supermarket Type1
2157,OUT046,1997,Small,Tier 1,Supermarket Type1
2158,OUT017,2007,Medium,Tier 2,Supermarket Type1
2159,OUT018,2009,Medium,Tier 3,Supermarket Type2
2160,OUT010,1998,Medium,Tier 3,Grocery Store
2161,OUT049,1999,Medium,Tier 1,Supermarket Type1
2162,OUT027,1985,Medium,Tier 3,Supermarket Type3
2163,OUT018,2009,Medium,Tier 3,Supermarket Type2
2164,OUT046,1997,Small,Tier 1,Supermarket Type1
2165,OUT027,1985,Medium,Tier 3,Supermarket Type3
2166,OUT018,2009,Medium,Tier 3,Supermarket Type2
2167,OUT017,2007,Medium,Tier 2,Supermarket Type1
2168,OUT045,2002,Medium,Tier 2,Supermarket Type1
2169,OUT017,2007,Medium,Tier 2,Supermarket Type1
2170,OUT046,1997,Small,Tier 1,Supermarket Type1
2171,OUT010,1998,Medium,Tier 3,Grocery Store
2172,OUT049,1999,Medium,Tier 1,Supermarket Type1
2173,OUT010,1998,Medium,Tier 3,Grocery Store
2174,OUT045,2002,Medium,Tier 2,Supermarket Type1
2175,OUT017,2007,Medium,Tier 2,Supermarket Type1
2176,OUT035,2004,Small,Tier 2,Supermarket Type1
2177,OUT013,1987,High,Tier 3,Supermarket Type1
2178,OUT019,1985,Small,Tier 1,Grocery Store
2179,OUT013,1987,High,Tier 3,Supermarket Type1
2180,OUT013,1987,High,Tier 3,Supermarket Type1
2181,OUT046,1997,Small,Tier 1,Supermarket Type1
2182,OUT035,2004,Small,Tier 2,Supermarket Type1
2183,OUT017,2007,Medium,Tier 2,Supermarket Type1
2184,OUT018,2009,Medium,Tier 3,Supermarket Type2
2185,OUT046,1997,Small,Tier 1,Supermarket Type1
2186,OUT013,1987,High,Tier 3,Supermarket Type1
2187,OUT027,1985,Medium,Tier 3,Supermarket Type3
2188,OUT013,1987,High,Tier 3,Supermarket Type1
2189,OUT018,2009,Medium,Tier 3,Supermarket Type2
2190,OUT017,2007,Medium,Tier 2,Supermarket Type1
2191,OUT018,2009,Medium,Tier 3,Supermarket Type2
2192,OUT013,1987,High,Tier 3,Supermarket Type1
2193,OUT035,2004,Small,Tier 2,Supermarket Type1
2194,OUT045,2002,Medium,Tier 2,Supermarket Type1
2195,OUT046,1997,Small,Tier 1,Supermarket Type1
2196,OUT010,1998,Medium,Tier 3,Grocery Store
2197,OUT018,2009,Medium,Tier 3,Supermarket Type2
2198,OUT045,2002,Medium,Tier 2,Supermarket Type1
2199,OUT035,2004,Small,Tier 2,Supermarket Type1
2200,OUT046,1997,Small,Tier 1,Supermarket Type1
2201,OUT027,1985,Medium,Tier 3,Supermarket Type3
2202,OUT035,2004,Small,Tier 2,Supermarket Type1
2203,OUT049,1999,Medium,Tier 1,Supermarket Type1
2204,OUT018,2009,Medium,Tier 3,Supermarket Type2
2205,OUT010,1998,Medium,Tier 3,Grocery Store
2206,OUT018,2009,Medium,Tier 3,Supermarket Type2
2207,OUT045,2002,Medium,Tier 2,Supermarket Type1
2208,OUT035,2004,Small,Tier 2,Supermarket Type1
2209,OUT019,1985,Small,Tier 1,Grocery Store
2210,OUT019,1985,Small,Tier 1,Grocery Store
2211,OUT035,2004,Small,Tier 2,Supermarket Type1
2212,OUT045,2002,Medium,Tier 2,Supermarket Type1
2213,OUT045,2002,Medium,Tier 2,Supermarket Type1
2214,OUT035,2004,Small,Tier 2,Supermarket Type1
2215,OUT045,2002,Medium,Tier 2,Supermarket Type1
2216,OUT035,2004,Small,Tier 2,Supermarket Type1
2217,OUT045,2002,Medium,Tier 2,Supermarket Type1
2218,OUT035,2004,Small,Tier 2,Supermarket Type1
2219,OUT049,1999,Medium,Tier 1,Supermarket Type1
2220,OUT049,1999,Medium,Tier 1,Supermarket Type1
2221,OUT049,1999,Medium,Tier 1,Supermarket Type1
2222,OUT035,2004,Small,Tier 2,Supermarket Type1
2223,OUT045,2002,Medium,Tier 2,Supermarket Type1
2224,OUT010,1998,Medium,Tier 3,Grocery Store
2225,OUT013,1987,High,Tier 3,Supermarket Type1
2226,OUT013,1987,High,Tier 3,Supermarket Type1
2227,OUT045,2002,Medium,Tier 2,Supermarket Type1
2228,OUT018,2009,Medium,Tier 3,Supermarket Type2
2229,OUT013,1987,High,Tier 3,Supermarket Type1
2230,OUT027,1985,Medium,Tier 3,Supermarket Type3
2231,OUT013,1987,High,Tier 3,Supermarket Type1
2232,OUT046,1997,Small,Tier 1,Supermarket Type1
2233,OUT035,2004,Small,Tier 2,Supermarket Type1
2234,OUT045,2002,Medium,Tier 2,Supermarket Type1
2235,OUT017,2007,Medium,Tier 2,Supermarket Type1
2236,OUT017,2007,Medium,Tier 2,Supermarket Type1
2237,OUT045,2002,Medium,Tier 2,Supermarket Type1
2238,OUT018,2009,Medium,Tier 3,Supermarket Type2
2239,OUT027,1985,Medium,Tier 3,Supermarket Type3
2240,OUT019,1985,Small,Tier 1,Grocery Store
2241,OUT049,1999,Medium,Tier 1,Supermarket Type1
2242,OUT046,1997,Small,Tier 1,Supermarket Type1
2243,OUT027,1985,Medium,Tier 3,Supermarket Type3
2244,OUT017,2007,Medium,Tier 2,Supermarket Type1
2245,OUT013,1987,High,Tier 3,Supermarket Type1
2246,OUT017,2007,Medium,Tier 2,Supermarket Type1
2247,OUT049,1999,Medium,Tier 1,Supermarket Type1
2248,OUT049,1999,Medium,Tier 1,Supermarket Type1
2249,OUT017,2007,Medium,Tier 2,Supermarket Type1
2250,OUT046,1997,Small,Tier 1,Supermarket Type1
2251,OUT046,1997,Small,Tier 1,Supermarket Type1
2252,OUT019,1985,Small,Tier 1,Grocery Store
2253,OUT010,1998,Medium,Tier 3,Grocery Store
2254,OUT046,1997,Small,Tier 1,Supermarket Type1
2255,OUT049,1999,Medium,Tier 1,Supermarket Type1
2256,OUT010,1998,Medium,Tier 3,Grocery Store
2257,OUT049,1999,Medium,Tier 1,Supermarket Type1
2258,OUT049,1999,Medium,Tier 1,Supermarket Type1
2259,OUT049,1999,Medium,Tier 1,Supermarket Type1
2260,OUT045,2002,Medium,Tier 2,Supermarket Type1
2261,OUT045,2002,Medium,Tier 2,Supermarket Type1
2262,OUT045,2002,Medium,Tier 2,Supermarket Type1
2263,OUT035,2004,Small,Tier 2,Supermarket Type1
2264,OUT013,1987,High,Tier 3,Supermarket Type1
2265,OUT027,1985,Medium,Tier 3,Supermarket Type3
2266,OUT027,1985,Medium,Tier 3,Supermarket Type3
2267,OUT049,1999,Medium,Tier 1,Supermarket Type1
2268,OUT049,1999,Medium,Tier 1,Supermarket Type1
2269,OUT013,1987,High,Tier 3,Supermarket Type1
2270,OUT018,2009,Medium,Tier 3,Supermarket Type2
2271,OUT013,1987,High,Tier 3,Supermarket Type1
2272,OUT019,1985,Small,Tier 1,Grocery Store
2273,OUT017,2007,Medium,Tier 2,Supermarket Type1
2274,OUT017,2007,Medium,Tier 2,Supermarket Type1
2275,OUT045,2002,Medium,Tier 2,Supermarket Type1
2276,OUT035,2004,Small,Tier 2,Supermarket Type1
2277,OUT019,1985,Small,Tier 1,Grocery Store
2278,OUT010,1998,Medium,Tier 3,Grocery Store
2279,OUT013,1987,High,Tier 3,Supermarket Type1
2280,OUT046,1997,Small,Tier 1,Supermarket Type1
2281,OUT035,2004,Small,Tier 2,Supermarket Type1
2282,OUT017,2007,Medium,Tier 2,Supermarket Type1
2283,OUT018,2009,Medium,Tier 3,Supermarket Type2
2284,OUT046,1997,Small,Tier 1,Supermarket Type1
2285,OUT013,1987,High,Tier 3,Supermarket Type1
2286,OUT017,2007,Medium,Tier 2,Supermarket Type1
2287,OUT049,1999,Medium,Tier 1,Supermarket Type1
2288,OUT010,1998,Medium,Tier 3,Grocery Store
2289,OUT049,1999,Medium,Tier 1,Supermarket Type1
2290,OUT017,2007,Medium,Tier 2,Supermarket Type1
2291,OUT018,2009,Medium,Tier 3,Supermarket Type2
2292,OUT046,1997,Small,Tier 1,Supermarket Type1
2293,OUT018,2009,Medium,Tier 3,Supermarket Type2
2294,OUT045,2002,Medium,Tier 2,Supermarket Type1
2295,OUT010,1998,Medium,Tier 3,Grocery Store
2296,OUT018,2009,Medium,Tier 3,Supermarket Type2
2297,OUT017,2007,Medium,Tier 2,Supermarket Type1
2298,OUT018,2009,Medium,Tier 3,Supermarket Type2
2299,OUT045,2002,Medium,Tier 2,Supermarket Type1
2300,OUT045,2002,Medium,Tier 2,Supermarket Type1
2301,OUT035,2004,Small,Tier 2,Supermarket Type1
2302,OUT018,2009,Medium,Tier 3,Supermarket Type2
2303,OUT049,1999,Medium,Tier 1,Supermarket Type1
2304,OUT046,1997,Small,Tier 1,Supermarket Type1
2305,OUT035,2004,Small,Tier 2,Supermarket Type1
2306,OUT027,1985,Medium,Tier 3,Supermarket Type3
2307,OUT017,2007,Medium,Tier 2,Supermarket Type1
2308,OUT035,2004,Small,Tier 2,Supermarket Type1
2309,OUT049,1999,Medium,Tier 1,Supermarket Type1
2310,OUT046,1997,Small,Tier 1,Supermarket Type1
2311,OUT035,2004,Small,Tier 2,Supermarket Type1
2312,OUT035,2004,Small,Tier 2,Supermarket Type1
2313,OUT010,1998,Medium,Tier 3,Grocery Store
2314,OUT010,1998,Medium,Tier 3,Grocery Store
2315,OUT045,2002,Medium,Tier 2,Supermarket Type1
2316,OUT027,1985,Medium,Tier 3,Supermarket Type3
2317,OUT013,1987,High,Tier 3,Supermarket Type1
2318,OUT049,1999,Medium,Tier 1,Supermarket Type1
2319,OUT010,1998,Medium,Tier 3,Grocery Store
2320,OUT045,2002,Medium,Tier 2,Supermarket Type1
2321,OUT027,1985,Medium,Tier 3,Supermarket Type3
2322,OUT045,2002,Medium,Tier 2,Supermarket Type1
2323,OUT027,1985,Medium,Tier 3,Supermarket Type3
2324,OUT049,1999,Medium,Tier 1,Supermarket Type1
2325,OUT010,1998,Medium,Tier 3,Grocery Store
2326,OUT019,1985,Small,Tier 1,Grocery Store
2327,OUT027,1985,Medium,Tier 3,Supermarket Type3
2328,OUT019,1985,Small,Tier 1,Grocery Store
2329,OUT017,2007,Medium,Tier 2,Supermarket Type1
2330,OUT013,1987,High,Tier 3,Supermarket Type1
2331,OUT049,1999,Medium,Tier 1,Supermarket Type1
2332,OUT049,1999,Medium,Tier 1,Supermarket Type1
2333,OUT018,2009,Medium,Tier 3,Supermarket Type2
2334,OUT046,1997,Small,Tier 1,Supermarket Type1
2335,OUT027,1985,Medium,Tier 3,Supermarket Type3
2336,OUT046,1997,Small,Tier 1,Supermarket Type1
2337,OUT010,1998,Medium,Tier 3,Grocery Store
2338,OUT019,1985,Small,Tier 1,Grocery Store
2339,OUT045,2002,Medium,Tier 2,Supermarket Type1
2340,OUT017,2007,Medium,Tier 2,Supermarket Type1
2341,OUT010,1998,Medium,Tier 3,Grocery Store
2342,OUT017,2007,Medium,Tier 2,Supermarket Type1
2343,OUT017,2007,Medium,Tier 2,Supermarket Type1
2344,OUT017,2007,Medium,Tier 2,Supermarket Type1
2345,OUT013,1987,High,Tier 3,Supermarket Type1
2346,OUT010,1998,Medium,Tier 3,Grocery Store
2347,OUT013,1987,High,Tier 3,Supermarket Type1
2348,OUT046,1997,Small,Tier 1,Supermarket Type1
2349,OUT035,2004,Small,Tier 2,Supermarket Type1
2350,OUT049,1999,Medium,Tier 1,Supermarket Type1
2351,OUT010,1998,Medium,Tier 3,Grocery Store
2352,OUT017,2007,Medium,Tier 2,Supermarket Type1
2353,OUT049,1999,Medium,Tier 1,Supermarket Type1
2354,OUT035,2004,Small,Tier 2,Supermarket Type1
2355,OUT017,2007,Medium,Tier 2,Supermarket Type1
2356,OUT035,2004,Small,Tier 2,Supermarket Type1
2357,OUT017,2007,Medium,Tier 2,Supermarket Type1
2358,OUT027,1985,Medium,Tier 3,Supermarket Type3
2359,OUT013,1987,High,Tier 3,Supermarket Type1
2360,OUT046,1997,Small,Tier 1,Supermarket Type1
2361,OUT046,1997,Small,Tier 1,Supermarket Type1
2362,OUT018,2009,Medium,Tier 3,Supermarket Type2
2363,OUT035,2004,Small,Tier 2,Supermarket Type1
2364,OUT017,2007,Medium,Tier 2,Supermarket Type1
2365,OUT049,1999,Medium,Tier 1,Supermarket Type1
2366,OUT049,1999,Medium,Tier 1,Supermarket Type1
2367,OUT045,2002,Medium,Tier 2,Supermarket Type1
2368,OUT013,1987,High,Tier 3,Supermarket Type1
2369,OUT035,2004,Small,Tier 2,Supermarket Type1
2370,OUT035,2004,Small,Tier 2,Supermarket Type1
2371,OUT013,1987,High,Tier 3,Supermarket Type1
2372,OUT013,1987,High,Tier 3,Supermarket Type1
2373,OUT017,2007,Medium,Tier 2,Supermarket Type1
2374,OUT017,2007,Medium,Tier 2,Supermarket Type1
2375,OUT018,2009,Medium,Tier 3,Supermarket Type2
2376,OUT049,1999,Medium,Tier 1,Supermarket Type1
2377,OUT013,1987,High,Tier 3,Supermarket Type1
2378,OUT046,1997,Small,Tier 1,Supermarket Type1
2379,OUT027,1985,Medium,Tier 3,Supermarket Type3
2380,OUT045,2002,Medium,Tier 2,Supermarket Type1
2381,OUT049,1999,Medium,Tier 1,Supermarket Type1
2382,OUT035,2004,Small,Tier 2,Supermarket Type1
2383,OUT017,2007,Medium,Tier 2,Supermarket Type1
2384,OUT049,1999,Medium,Tier 1,Supermarket Type1
2385,OUT010,1998,Medium,Tier 3,Grocery Store
2386,OUT017,2007,Medium,Tier 2,Supermarket Type1
2387,OUT018,2009,Medium,Tier 3,Supermarket Type2
2388,OUT035,2004,Small,Tier 2,Supermarket Type1
2389,OUT018,2009,Medium,Tier 3,Supermarket Type2
2390,OUT046,1997,Small,Tier 1,Supermarket Type1
2391,OUT046,1997,Small,Tier 1,Supermarket Type1
2392,OUT046,1997,Small,Tier 1,Supermarket Type1
2393,OUT013,1987,High,Tier 3,Supermarket Type1
2394,OUT035,2004,Small,Tier 2,Supermarket Type1
2395,OUT010,1998,Medium,Tier 3,Grocery Store
2396,OUT027,1985,Medium,Tier 3,Supermarket Type3
2397,OUT045,2002,Medium,Tier 2,Supermarket Type1
2398,OUT017,2007,Medium,Tier 2,Supermarket Type1
2399,OUT046,1997,Small,Tier 1,Supermarket Type1
2400,OUT049,1999,Medium,Tier 1,Supermarket Type1
2401,OUT045,2002,Medium,Tier 2,Supermarket Type1
2402,OUT019,1985,Small,Tier 1,Grocery Store
2403,OUT027,1985,Medium,Tier 3,Supermarket Type3
2404,OUT019,1985,Small,Tier 1,Grocery Store
2405,OUT017,2007,Medium,Tier 2,Supermarket Type1
2406,OUT046,1997,Small,Tier 1,Supermarket Type1
2407,OUT049,1999,Medium,Tier 1,Supermarket Type1
2408,OUT010,1998,Medium,Tier 3,Grocery Store
2409,OUT010,1998,Medium,Tier 3,Grocery Store
2410,OUT017,2007,Medium,Tier 2,Supermarket Type1
2411,OUT017,2007,Medium,Tier 2,Supermarket Type1
2412,OUT035,2004,Small,Tier 2,Supermarket Type1
2413,OUT035,2004,Small,Tier 2,Supermarket Type1
2414,OUT017,2007,Medium,Tier 2,Supermarket Type1
2415,OUT045,2002,Medium,Tier 2,Supermarket Type1
2416,OUT045,2002,Medium,Tier 2,Supermarket Type1
2417,OUT046,1997,Small,Tier 1,Supermarket Type1
2418,OUT017,2007,Medium,Tier 2,Supermarket Type1
2419,OUT013,1987,High,Tier 3,Supermarket Type1
2420,OUT013,1987,High,Tier 3,Supermarket Type1
2421,OUT035,2004,Small,Tier 2,Supermarket Type1
2422,OUT049,1999,Medium,Tier 1,Supermarket Type1
2423,OUT013,1987,High,Tier 3,Supermarket Type1
2424,OUT045,2002,Medium,Tier 2,Supermarket Type1
2425,OUT027,1985,Medium,Tier 3,Supermarket Type3
2426,OUT027,1985,Medium,Tier 3,Supermarket Type3
2427,OUT013,1987,High,Tier 3,Supermarket Type1
2428,OUT049,1999,Medium,Tier 1,Supermarket Type1
2429,OUT013,1987,High,Tier 3,Supermarket Type1
2430,OUT046,1997,Small,Tier 1,Supermarket Type1
2431,OUT019,1985,Small,Tier 1,Grocery Store
2432,OUT027,1985,Medium,Tier 3,Supermarket Type3
2433,OUT027,1985,Medium,Tier 3,Supermarket Type3
2434,OUT027,1985,Medium,Tier 3,Supermarket Type3
2435,OUT013,1987,High,Tier 3,Supermarket Type1
2436,OUT019,1985,Small,Tier 1,Grocery Store
2437,OUT049,1999,Medium,Tier 1,Supermarket Type1
2438,OUT027,1985,Medium,Tier 3,Supermarket Type3
2439,OUT013,1987,High,Tier 3,Supermarket Type1
2440,OUT019,1985,Small,Tier 1,Grocery Store
2441,OUT017,2007,Medium,Tier 2,Supermarket Type1
2442,OUT018,2009,Medium,Tier 3,Supermarket Type2
2443,OUT018,2009,Medium,Tier 3,Supermarket Type2
2444,OUT013,1987,High,Tier 3,Supermarket Type1
2445,OUT046,1997,Small,Tier 1,Supermarket Type1
2446,OUT010,1998,Medium,Tier 3,Grocery Store
2447,OUT027,1985,Medium,Tier 3,Supermarket Type3
2448,OUT018,2009,Medium,Tier 3,Supermarket Type2
2449,OUT035,2004,Small,Tier 2,Supermarket Type1
2450,OUT010,1998,Medium,Tier 3,Grocery Store
2451,OUT018,2009,Medium,Tier 3,Supermarket Type2
2452,OUT046,1997,Small,Tier 1,Supermarket Type1
2453,OUT035,2004,Small,Tier 2,Supermarket Type1
2454,OUT035,2004,Small,Tier 2,Supermarket Type1
2455,OUT035,2004,Small,Tier 2,Supermarket Type1
2456,OUT046,1997,Small,Tier 1,Supermarket Type1
2457,OUT018,2009,Medium,Tier 3,Supermarket Type2
2458,OUT046,1997,Small,Tier 1,Supermarket Type1
2459,OUT049,1999,Medium,Tier 1,Supermarket Type1
2460,OUT045,2002,Medium,Tier 2,Supermarket Type1
2461,OUT045,2002,Medium,Tier 2,Supermarket Type1
2462,OUT035,2004,Small,Tier 2,Supermarket Type1
2463,OUT046,1997,Small,Tier 1,Supermarket Type1
2464,OUT049,1999,Medium,Tier 1,Supermarket Type1
2465,OUT013,1987,High,Tier 3,Supermarket Type1
2466,OUT045,2002,Medium,Tier 2,Supermarket Type1
2467,OUT046,1997,Small,Tier 1,Supermarket Type1
2468,OUT013,1987,High,Tier 3,Supermarket Type1
2469,OUT017,2007,Medium,Tier 2,Supermarket Type1
2470,OUT035,2004,Small,Tier 2,Supermarket Type1
2471,OUT010,1998,Medium,Tier 3,Grocery Store
2472,OUT045,2002,Medium,Tier 2,Supermarket Type1
2473,OUT010,1998,Medium,Tier 3,Grocery Store
2474,OUT045,2002,Medium,Tier 2,Supermarket Type1
2475,OUT046,1997,Small,Tier 1,Supermarket Type1
2476,OUT019,1985,Small,Tier 1,Grocery Store
2477,OUT027,1985,Medium,Tier 3,Supermarket Type3
2478,OUT049,1999,Medium,Tier 1,Supermarket Type1
2479,OUT045,2002,Medium,Tier 2,Supermarket Type1
2480,OUT010,1998,Medium,Tier 3,Grocery Store
2481,OUT010,1998,Medium,Tier 3,Grocery Store
2482,OUT045,2002,Medium,Tier 2,Supermarket Type1
2483,OUT046,1997,Small,Tier 1,Supermarket Type1
2484,OUT018,2009,Medium,Tier 3,Supermarket Type2
2485,OUT027,1985,Medium,Tier 3,Supermarket Type3
2486,OUT017,2007,Medium,Tier 2,Supermarket Type1
2487,OUT019,1985,Small,Tier 1,Grocery Store
2488,OUT010,1998,Medium,Tier 3,Grocery Store
2489,OUT045,2002,Medium,Tier 2,Supermarket Type1
2490,OUT049,1999,Medium,Tier 1,Supermarket Type1
2491,OUT017,2007,Medium,Tier 2,Supermarket Type1
2492,OUT010,1998,Medium,Tier 3,Grocery Store
2493,OUT027,1985,Medium,Tier 3,Supermarket Type3
2494,OUT049,1999,Medium,Tier 1,Supermarket Type1
2495,OUT013,1987,High,Tier 3,Supermarket Type1
2496,OUT035,2004,Small,Tier 2,Supermarket Type1
2497,OUT045,2002,Medium,Tier 2,Supermarket Type1
2498,OUT046,1997,Small,Tier 1,Supermarket Type1
2499,OUT049,1999,Medium,Tier 1,Supermarket Type1
2500,OUT049,1999,Medium,Tier 1,Supermarket Type1
2501,OUT027,1985,Medium,Tier 3,Supermarket Type3
2502,OUT046,1997,Small,Tier 1,Supermarket Type1
2503,OUT049,1999,Medium,Tier 1,Supermarket Type1
2504,OUT035,2004,Small,Tier 2,Supermarket Type1
2505,OUT049,1999,Medium,Tier 1,Supermarket Type1
2506,OUT049,1999,Medium,Tier 1,Supermarket Type1
2507,OUT049,1999,Medium,Tier 1,Supermarket Type1
2508,OUT045,2002,Medium,Tier 2,Supermarket Type1
2509,OUT027,1985,Medium,Tier 3,Supermarket Type3
2510,OUT018,2009,Medium,Tier 3,Supermarket Type2
2511,OUT017,2007,Medium,Tier 2,Supermarket Type1
2512,OUT046,1997,Small,Tier 1,Supermarket Type1
2513,OUT018,2009,Medium,Tier 3,Supermarket Type2
2514,OUT035,2004,Small,Tier 2,Supermarket Type1
2515,OUT046,1997,Small,Tier 1,Supermarket Type1
2516,OUT013,1987,High,Tier 3,Supermarket Type1
2517,OUT046,1997,Small,Tier 1,Supermarket Type1
